OBJECTID,DISTRICT,COUNTY,PWSID,SYSNAME,SYS_STATUS,FAC_ID,WTP_ID,WTPNAME,SAMP_PT_ID,SAMP_TYPE,SAMP_LAB_ID,SAMP_DATE,ANALYTE_CD,ANALYTE,LESSTHANDETECT,SAMPLE_RESULT,UNIT,ACTIONLEVEL
12962668,NWDO,ASHLAND,OH0301012   ,LOUDONVILLE VILLAGE,A,352719,1475,LOUDONVILLE VILLAGE,GWR001      ,RT,PSC-VG23019-003,2020/07/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962669,NWDO,ASHLAND,OH0301012   ,LOUDONVILLE VILLAGE,A,352719,1475,LOUDONVILLE VILLAGE,GWR001      ,RT,PSC-VG23019-003,2020/07/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962670,NWDO,ASHLAND,OH0301012   ,LOUDONVILLE VILLAGE,A,352719,1475,LOUDONVILLE VILLAGE,GWR001      ,RT,PSC-VG23019-003,2020/07/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962671,NWDO,ASHLAND,OH0301012   ,LOUDONVILLE VILLAGE,A,352719,1475,LOUDONVILLE VILLAGE,GWR001      ,RT,PSC-VG23019-003,2020/07/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962672,NWDO,ASHLAND,OH0301012   ,LOUDONVILLE VILLAGE,A,352719,1475,LOUDONVILLE VILLAGE,GWR001      ,RT,PSC-VG23019-003,2020/07/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962673,NWDO,ASHLAND,OH0301012   ,LOUDONVILLE VILLAGE,A,352719,1475,LOUDONVILLE VILLAGE,GWR001      ,RT,PSC-VG23019-003,2020/07/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962674,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,EP001       ,RT,PSC-VG23021-002,2020/07/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962675,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,EP001       ,RT,PSC-VG23021-002,2020/07/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962676,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,EP001       ,RT,PSC-VG23021-002,2020/07/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962677,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,EP001       ,RT,PSC-VG23021-002,2020/07/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962678,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,EP001       ,RT,PSC-VG23021-002,2020/07/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962679,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,EP001       ,RT,PSC-VG23021-002,2020/07/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962680,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,GWR001      ,RT,PSC-VG23021-003,2020/07/20,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962681,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,GWR001      ,RT,PSC-VG23021-003,2020/07/20,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962682,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,GWR001      ,RT,PSC-VG23021-003,2020/07/20,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962683,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,GWR001      ,RT,PSC-VG23021-003,2020/07/20,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962684,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,GWR001      ,RT,PSC-VG23021-003,2020/07/20,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962685,NWDO,ASHLAND,OH0301212   ,PERRYSVILLE VILLAGE,A,352721,1477,PERRYSVILLE VILLAGE,GWR001      ,RT,PSC-VG23021-003,2020/07/20,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962686,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,EP001       ,RT,PSC-VG23026-002,2020/07/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962687,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,EP001       ,RT,PSC-VG23026-002,2020/07/21,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962688,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,EP001       ,RT,PSC-VG23026-002,2020/07/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962689,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,EP001       ,RT,PSC-VG23026-002,2020/07/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962690,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,EP001       ,RT,PSC-VG23026-002,2020/07/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962691,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,EP001       ,RT,PSC-VG23026-002,2020/07/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962692,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,GWR001      ,RT,PSC-VG23026-003,2020/07/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962693,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,GWR001      ,RT,PSC-VG23026-003,2020/07/21,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962694,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,GWR001      ,RT,PSC-VG23026-003,2020/07/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962695,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,GWR001      ,RT,PSC-VG23026-003,2020/07/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962696,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,GWR001      ,RT,PSC-VG23026-003,2020/07/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962697,NWDO,ASHLAND,OH0301112   ,MOHICAN YOUNG STAR ACADEMY,A,352720,1476,MOHICAN YOUNG STAR ACADEMY,GWR001      ,RT,PSC-VG23026-003,2020/07/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962698,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,EP001       ,RT,PSC-VG23027-002,2020/07/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962699,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,EP001       ,RT,PSC-VG23027-002,2020/07/21,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962700,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,EP001       ,RT,PSC-VG23027-002,2020/07/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962701,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,EP001       ,RT,PSC-VG23027-002,2020/07/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962702,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,EP001       ,RT,PSC-VG23027-002,2020/07/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962703,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,EP001       ,RT,PSC-VG23027-002,2020/07/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962704,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,GWR001      ,RT,PSC-VG23027-003,2020/07/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962705,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,GWR001      ,RT,PSC-VG23027-003,2020/07/21,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962706,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,GWR001      ,RT,PSC-VG23027-003,2020/07/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962707,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,GWR001      ,RT,PSC-VG23027-003,2020/07/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962708,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,GWR001      ,RT,PSC-VG23027-003,2020/07/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962709,NWDO,ASHLAND,OH0343512   ,ODNR-MOHICAN LODGE/PLEASANT HILL,A,352797,1542,ODNR MOHICAN LODGE,GWR001      ,RT,PSC-VG23027-003,2020/07/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962710,NWDO,ASHLAND,OH0300912   ,JEROMESVILLE VILLAGE,A,352718,1474,JEROMESVILLE VILLAGE,EP001       ,RT,PSC-VG23028-002,2020/07/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962711,NWDO,ASHLAND,OH0300912   ,JEROMESVILLE VILLAGE,A,352718,1474,JEROMESVILLE VILLAGE,EP001       ,RT,PSC-VG23028-002,2020/07/21,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962712,NWDO,ASHLAND,OH0300912   ,JEROMESVILLE VILLAGE,A,352718,1474,JEROMESVILLE VILLAGE,EP001       ,RT,PSC-VG23028-002,2020/07/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962713,NWDO,ASHLAND,OH0300912   ,JEROMESVILLE VILLAGE,A,352718,1474,JEROMESVILLE VILLAGE,EP001       ,RT,PSC-VG23028-002,2020/07/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962714,NWDO,ASHLAND,OH0300912   ,JEROMESVILLE VILLAGE,A,352718,1474,JEROMESVILLE VILLAGE,EP001       ,RT,PSC-VG23028-002,2020/07/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962715,NWDO,ASHLAND,OH0300912   ,JEROMESVILLE VILLAGE,A,352718,1474,JEROMESVILLE VILLAGE,EP001       ,RT,PSC-VG23028-002,2020/07/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962716,NWDO,ALLEN,OH0200012   ,BEAVERDAM VILLAGE,A,252629,1390,BEAVERDAM VILLAGE,EP001       ,RT,PFL-35580124002,2020/09/23,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962717,NWDO,ALLEN,OH0200012   ,BEAVERDAM VILLAGE,A,252629,1390,BEAVERDAM VILLAGE,EP001       ,RT,PFL-35580124002,2020/09/23,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962718,NWDO,ALLEN,OH0200012   ,BEAVERDAM VILLAGE,A,252629,1390,BEAVERDAM VILLAGE,EP001       ,RT,PFL-35580124002,2020/09/23,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962719,NWDO,ALLEN,OH0200012   ,BEAVERDAM VILLAGE,A,252629,1390,BEAVERDAM VILLAGE,EP001       ,RT,PFL-35580124002,2020/09/23,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962720,NWDO,ALLEN,OH0200012   ,BEAVERDAM VILLAGE,A,252629,1390,BEAVERDAM VILLAGE,EP001       ,RT,PFL-35580124002,2020/09/23,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962721,NWDO,ALLEN,OH0200012   ,BEAVERDAM VILLAGE,A,252629,1390,BEAVERDAM VILLAGE,EP001       ,RT,PFL-35580124002,2020/09/23,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962722,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,EP001       ,RT,PFL-35532417002,2020/02/19,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 1.6,,21 ppt
12962723,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,EP001       ,RT,PFL-35532417002,2020/02/19,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 0.83,,70 ppt
12962724,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,EP001       ,RT,PFL-35532417002,2020/02/19,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 1.1,,70 ppt
12962725,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,EP001       ,RT,PFL-35532417002,2020/02/19,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 1.9,,21 ppt
12962726,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,EP001       ,RT,PFL-35532417002,2020/02/19,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 0.7,,140 ppt
12962727,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,EP001       ,RT,PFL-35532417002,2020/02/19,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 0.63,,"2,100 ppt"
12962728,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,GWR001      ,RT,PFL-35532417003,2020/02/19,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 1.5,,21 ppt
12962729,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,GWR001      ,RT,PFL-35532417003,2020/02/19,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 0.8,,70 ppt
12962730,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,GWR001      ,RT,PFL-35532417003,2020/02/19,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 1.1,,70 ppt
12962731,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,GWR001      ,RT,PFL-35532417003,2020/02/19,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 1.8,,21 ppt
12962732,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,GWR001      ,RT,PFL-35532417003,2020/02/19,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 0.67,,140 ppt
12962733,NWDO,ASHLAND,OH0339012   ,HILLSDALE HIGH SCHOOL,A,352772,1520,HILLSDALE HIGH SCHOOL,GWR001      ,RT,PFL-35532417003,2020/02/19,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 0.61,,"2,100 ppt"
12962734,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,EP001       ,RT,PFL-35578486002,2020/09/15,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962735,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,EP001       ,RT,PFL-35578486002,2020/09/15,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962736,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,EP001       ,RT,PFL-35578486002,2020/09/15,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962737,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,EP001       ,RT,PFL-35578486002,2020/09/15,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962738,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,EP001       ,RT,PFL-35578486002,2020/09/15,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962739,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,EP001       ,RT,PFL-35578486002,2020/09/15,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962740,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,LT2001      ,RT,PFL-35578486003,2020/09/15,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962741,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,LT2001      ,RT,PFL-35578486003,2020/09/15,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962742,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,LT2001      ,RT,PFL-35578486003,2020/09/15,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962743,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,LT2001      ,RT,PFL-35578486003,2020/09/15,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962744,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,LT2001      ,RT,PFL-35578486003,2020/09/15,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962745,NWDO,ALLEN,OH0200811   ,LIMA CITY,A,252634,1396,LIMA CITY,LT2001      ,RT,PFL-35578486003,2020/09/15,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962746,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,EP001       ,RT,PFL-35580070002,2020/09/22,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962747,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,EP001       ,RT,PFL-35580070002,2020/09/22,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962748,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,EP001       ,RT,PFL-35580070002,2020/09/22,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962749,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,EP001       ,RT,PFL-35580070002,2020/09/22,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962750,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,EP001       ,RT,PFL-35580070002,2020/09/22,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962751,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,EP001       ,RT,PFL-35580070002,2020/09/22,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962752,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,GWR001      ,RT,PFL-35580070003,2020/09/22,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962753,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,GWR001      ,RT,PFL-35580070003,2020/09/22,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962754,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,GWR001      ,RT,PFL-35580070003,2020/09/22,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962755,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,GWR001      ,RT,PFL-35580070003,2020/09/22,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962756,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,GWR001      ,RT,PFL-35580070003,2020/09/22,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962757,NWDO,ASHLAND,OH0300212   ,ASHLAND COUNTY SERVICE CENTER,A,352712,1468,ASHLAND COUNTY SERVICE CENTER,GWR001      ,RT,PFL-35580070003,2020/09/22,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962758,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,EP002       ,RT,PFL-35578900002,2020/09/17,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962759,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,EP002       ,RT,PFL-35578900002,2020/09/17,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962760,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,EP002       ,RT,PFL-35578900002,2020/09/17,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962761,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,EP002       ,RT,PFL-35578900002,2020/09/17,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962762,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,EP002       ,RT,PFL-35578900002,2020/09/17,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962763,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,EP002       ,RT,PFL-35578900002,2020/09/17,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962764,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,LT2001      ,RT,PFL-35578900003,2020/09/17,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12962765,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,LT2001      ,RT,PFL-35578900003,2020/09/17,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12962766,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,LT2001      ,RT,PFL-35578900003,2020/09/17,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12962767,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,LT2001      ,RT,PFL-35578900003,2020/09/17,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12962768,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,LT2001      ,RT,PFL-35578900003,2020/09/17,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12962769,NWDO,ALLEN,OH0200412   ,DELPHOS CITY,A,262193,34077,DELPHOS CITY,LT2001      ,RT,PFL-35578900003,2020/09/17,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12962770,NWDO,ALLEN,OH0200712   ,INDIAN VILLAGE MOBILE HOME PARK,A,252633,1395,INDIAN VILLAGE MHP,EP001       ,RT,PFL-35578902002,2020/09/17,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
